id,idiom_src,meaning_src,idiom_tgt,meaning_tgt,confidence,verified,lang_pair,mSBERT_score,LaBSE_score
487,আধমরা,উদ্দীপনাহীন নির্জীব; নিস্তেজ,"half-dead', 'listless",,HIGH,False,bn-en,,
488,আধিব্যাধি,মানসিক ও শারীরিক রোগ,ills of body and mind,,HIGH,False,bn-en,0.39592668414115906,0.17702724039554596
489,আধো আধো,অসম্পূর্ণ; অপরিস্ফুট,"half-baked', 'incomplete thought",,HIGH,False,bn-en,,
490,আধো-আধোপনা,ব্যঙ্গে শিশুসুলভ বা বালকোচিত ব্যবহার,"Acting like a child', 'Horseplay', 'Fool around",,HIGH,False,bn-en,,
491,আনকা,অচেনা; অজানা; ঠিকানাহীন; বেঠিক,"stranger', 'fish out of water",,HIGH,False,bn-en,,
492,আনকোরা,অনিভজ্ঞ; কাঁচা,"green as grass', 'raw recruit",,HIGH,False,bn-en,,
493,আনচান,অস্থির; চঞ্চল,"ants in one's pants"", 'fidgety",,HIGH,False,bn-en,,
494,আন-তাবড়ি,এলোমেলো; আন্দাজে,"at random', 'haphazardly', 'hit or miss",,HIGH,False,bn-en,,
495,আনন্দে আটখানা,বেজায় খুশি; হেসে কুটিকুটি,"Over the moon', ""Split one's sides with laughter"", 'On cloud nine",,HIGH,False,bn-en,,
496,আনাগোনা,জন্মমৃত্যু,"From cradle to grave', ""Life's journey",,HIGH,False,bn-en,,
497,আনাচ-কানাচ,অস্থানকুস্থান; চারপাশ; জানা-অজানা সবস্থান,"nooks and crannies', 'far and wide', 'every inch",,HIGH,False,bn-en,,
498,আন্দাজে ঢিল ছোঁড়া,অনুমাননির্ভর কাজ করা; অনিশ্চিত লক্ষ্যে চেষ্টা করা,"A shot in the dark', 'Shooting in the dark",,HIGH,False,bn-en,,
499,আন্দিরাম মহাজন,কপর্দকশূন্য ব্যবসায়ী,"Broke merchant', 'Shopkeeper with empty pockets",,HIGH,False,bn-en,,
500,আন্নাকালী,পরপর কন্যাসন্তান জন্মালে আর কন্যা না হয় বলে কালীর কাছে প্রার্থনা করে শেষ সন্তানের নাম রাখা,That's the last straw,"Enough is enough, no more will be tolerated",MEDIUM,False,bn-en,0.20781609416007996,0.012825191020965576
501,আপকা ওয়াস্তে,নিজের জন্য; আত্মসর্বস্ব,"for one's own sake"", 'self-serving",,HIGH,False,bn-en,,
502,আপ-খোরাকি,নিজের খরচে খাবার ব্যবস্থা করার চাকরির সর্ত,"self-catering position', 'no board included",,HIGH,False,bn-en,,
503,আপদ,বিরক্তি-উৎপাদনকারী ব্যক্তি বা বস্তু,"pain in the neck', 'nuisance",,HIGH,False,bn-en,,
504,আপদ-বিপদ,নানা সমস্যা; বিপদকাল,"In times of trouble', 'Through thick and thin', 'When the chips are down",,HIGH,False,bn-en,,
505,আপন কথাই পাঁচকাহন,আত্মপ্রচারসর্বস্ব; নিজের প্রাধান্য স্থাপনের চেষ্টা; আত্মঘোষ,tooting one's own horn,,HIGH,False,bn-en,0.44927531480789185,0.4592292308807373
506,আপন কথাই পাঁচকাহন,আত্মপ্রচারসর্বস্ব; নিজের প্রাধান্য স্থাপনের চেষ্টা; আত্মঘোষ,blowing one's own trumpet,,HIGH,False,bn-en,,
507,আপন কোলে ঝোল টানা,নিজের স্বার্থ আগে দেখা,"Look out for number one', 'Every man for himself', ""Feather one's own nest",,HIGH,False,bn-en,,
508,আপনগণ্ডা,স্বার্থ,"Every man for himself', 'Looking out for number one",,HIGH,False,bn-en,,
509,আপনগাঁয়ে কুত্তা শের,নিজের এলাকায় সবাই প্রভুত্ব করে,"Big fish in a small pond', ""King of one's own castle",,HIGH,False,bn-en,,
510,আপনা-আপনি,নিজ থেকে স্বতঃপ্রবৃত্ত হয়ে; স্বতঃস্ফুর্তভাবে; স্বাভাবিকভাবে,"Of its own accord', 'By itself', 'Spontaneously",,HIGH,False,bn-en,,
511,আপন পাঁঠা লেজে কাটা,স্ব-ইচ্ছায় কাজ করার পক্ষে ওকালতি,"Taking the bull by the horns', 'Volunteering for the task",,HIGH,False,bn-en,,
512,আপনার পায়ে কুড়োল মারা,নিজের অনিষ্ট ক্ষতি বা সর্বনাশ করা,"Shoot oneself in the foot', ""Cut off one's nose to spite one's face",,HIGH,False,bn-en,,
513,আপন হাত জগন্নাথ,নিজের সবকিছু ভালো; নিজের প্রয়াসই যথার্থ,"To each his own', 'Mother knows best', 'Home cooking is the best",,HIGH,False,bn-en,,
514,আপনা হাত জগন্নাথ,খুব কৃপণস্বভাবের লোক,"Tight-fisted', 'Penny-pincher', 'Skinflint",,HIGH,False,bn-en,,
515,আপনার ঢাক আপনি বাজানো,নিজেই নিজের গুণগান করা; আত্মপ্রশংসা করা; নিজের কথা পুনঃপুনঃ উল্লেখ করা; নিজের বক্ত্যব্যকে গুরুত্ব দেওয়া,"Toot your own horn', 'Blow your own trumpet",,HIGH,False,bn-en,,
516,আপনি বাঁচলে বাপের নাম,নিজে বেঁচে থাকলে তবেই পিতৃপুরুষের নাম বলা যায়; নিজের স্বার্থের প্রতি সর্বোচ্চ প্রাধান্য দেওয়া,"Every man for himself', 'Look out for number one",,HIGH,False,bn-en,,
517,আপ্তবাক্য,অভ্রান্ত বাক্য; দোষগুণ বিচার না করে সত্য বলে গৃহীত বাক্য,"Gospel truth', 'Word of authority",,HIGH,False,bn-en,,
518,আফসোস,আক্ষেপ; দুঃখ; পরিতাপ; মনস্তাপ,"No use crying over spilt milk', 'Regret is in the air",,HIGH,False,bn-en,,
519,আবড়াখাবড়া,"অসমান, উঁচু-নিচু, বন্ধুর","bumpy road', 'full of ups and downs', 'rough terrain",,HIGH,False,bn-en,,
520,আবদার,অন্যায়/অসঙ্গত/যুক্তিহীন দাবী,"Throwing a tantrum', 'Making unreasonable demands', 'Whining for attention",,HIGH,False,bn-en,,
521,আবর্জনা,অবাঞ্ছিত ব্যক্তি,"treated like garbage', 'social deadweight",,HIGH,False,bn-en,,
522,আবহমানকাল,অদ্যবধি; চিরকাল; বহুকাল,"since time immemorial', 'for ages', 'eternally",,HIGH,False,bn-en,,
523,আবহাওয়া,অবস্থা; পরিস্থিতি; হাল,"political climate', 'weather the storm', 'atmosphere",,HIGH,False,bn-en,,
524,আবাগী,হতভাগী; হতভাগা; হতভাগ্য নারী/পুরুষ; গ্রাম্য মেয়েলি গালিবিশেষ,"Poor soul', 'Wretched creature', 'Jinxed person",,HIGH,False,bn-en,,
525,আবাগের বেটা ভূত,হতভাগ্যের অপদার্থ বেটা; কাণ্ডজ্ঞানহীন,"good-for-nothing', 'son of a gun",,HIGH,False,bn-en,,
526,আবাদী জমি,গ্রামের উপকণ্ঠ,"The sticks', 'Out in the country",,HIGH,False,bn-en,,
527,আবোল-তাবোল,অর্থহীন/অসংলগ্ন/এলোমেলো কথাবার্তা,"Gibberish', 'Nonsense', 'Double Dutch",,HIGH,False,bn-en,,
528,আব্রু,আভিজাত্য; মর্যাদা; মানসম্ভ্রম,"save face', 'honor intact",,HIGH,False,bn-en,,
529,আভাঙা জল,ঘাটের যে জল ভোরবেলায় কেউ স্পর্শ করে নি,Who does he think he is?,An attitude implying that no one has the capacity or audacity to do something,MEDIUM,False,bn-en,0.1500701606273651,0.12250074744224548
530,আম না হতে আমসি,আগাম সুখকল্পনা; কারণের আগে কাজ,"Counting one's chickens before they hatch"", 'Putting the cart before the horse",,HIGH,False,bn-en,,
531,আমগন্ধি,কাঁচাগন্ধযুক্ত; যে খাবার পুরো রান্না হয়নি,half-baked,,HIGH,False,bn-en,0.46559053659439087,0.3786197900772095
532,আমড়া,কিছু না; ফাঁকি,"pull a fast one', 'nothing (as in zero or nil)",,HIGH,False,bn-en,,
533,আমড়া কাঠের ঢেঁকি,"অপদার্থ, কোন কাজের নয়","Dead weight', 'Useless as a screen door on a submarine",,HIGH,False,bn-en,,
534,আমড়া গাছে আম ফলে না,কারো চরিত্র ও কর্ম তার বংশকুলের বিপরীত হয় না; বিপরীত বাগধারাও সত্য,"Like father, like son', ""The apple doesn't fall far from the tree",,HIGH,False,bn-en,,
535,আমড়াগাছি করা,প্রতারণা করা,"To pull the wool over someone's eyes"", 'To take someone for a ride",,HIGH,False,bn-en,,
536,আমড়া ভাতে করা,কদর্য বা সৌন্দর্যহীন করা,"To make someone look a mess', 'To disfigure",,HIGH,False,bn-en,,
537,আমতা আমতা করা,ইতস্ততঃ বা দ্বিধা করা; 'হাঁ কি না' খোলসা না-করা; স্বীকারের ইচ্ছা নেই আবার অস্বীকারের উপায়ও নেই,"Hem and haw', 'Beat around the bush",,HIGH,False,bn-en,,
538,আমল না দেওয়া,কাছে ঘেষতে না দেওয়া; দখল না দেওয়া,"keep at arm's length"", 'not hand over the keys",,HIGH,False,bn-en,,
539,আমল দেওয়া,কর্ণপাত করা; গুরুত্ব/পাত্তা/প্রশ্রয় দেওয়া; গ্রাহ্য করা,"pay heed', 'take notice', 'lend an ear",,HIGH,False,bn-en,,
