model,idiom,language,cluster
mSBERT,ছেঁচড়,Bengali,20
mSBERT,ছেঁড়া কলার পাত,Bengali,44
mSBERT,ছেঁড়া কাঁথায় শুয়ে লাখ-টাকার স্বপ্ন দেখা,Bengali,49
mSBERT,ছেঁড়া চুলে খোঁপা বাঁধা,Bengali,44
mSBERT,ছেঁড়া কথা,Bengali,12
mSBERT,ছেঁড়াছিঁড়ি,Bengali,12
mSBERT,ছেঁড়াবস্তায় খাসাচাল,Bengali,1
mSBERT,ছেঁড়ামামলা,Bengali,44
mSBERT,ছেঁড়া মামলা,Bengali,41
mSBERT,ছেঁদামালা,Bengali,35
mSBERT,ছেঁদো কথা,Bengali,12
mSBERT,ছেঁদোলোক,Bengali,12
mSBERT,ছেড়ে দিয়ে তেড়ে ধরা,Bengali,20
mSBERT,ছেড়ে মা কেঁদে বাঁচি,Bengali,12
mSBERT,ছেলেখেলা,Bengali,12
mSBERT,ছেলে-ছোকরা,Bengali,12
mSBERT,ছেলেপিলে,Bengali,35
mSBERT,ছেলে-ভুলানো,Bengali,31
mSBERT,ছেলেমানুষ,Bengali,26
mSBERT,ছেলের হাতের মোয়া,Bengali,31
mSBERT,ছোঁ দেওয়া,Bengali,20
mSBERT,ছোঁ মারা,Bengali,20
mSBERT,ছোঁকছোঁক,Bengali,44
mSBERT,ছোঁকছোঁক করা,Bengali,20
mSBERT,ছোঁচা,Bengali,12
mSBERT,ছোঁয়াছুঁয়ি,Bengali,12
mSBERT,ছোকরা,Bengali,12
mSBERT,ছোটখাটো,Bengali,39
mSBERT,ছোট ছেলে,Bengali,31
mSBERT,ছোটজাত,Bengali,12
mSBERT,ছোট নজর,Bengali,29
mSBERT,ছোটবাইরে,Bengali,12
mSBERT,ছোটমন,Bengali,12
mSBERT,ছোট মুখ,Bengali,2
mSBERT,ছোটমুখ,Bengali,2
mSBERT,ছোটমুখে বড় কথা,Bengali,48
mSBERT,ছোটমোট,Bengali,12
mSBERT,ছোটলোক,Bengali,31
mSBERT,ছোটসাহেব,Bengali,1
mSBERT,ছোটহাজারি,Bengali,20
mSBERT,ছোটাছুটি,Bengali,39
mSBERT,ছোবল মারা,Bengali,44
mSBERT,ছোলেনামা,Bengali,35
mSBERT,ছ্যাঁচড়,Bengali,20
mSBERT,ছ্যাঁচড়া,Bengali,12
mSBERT,ছ্যাঁৎ করা,Bengali,20
mSBERT,ছ্যা ছ্যা করা,Bengali,12
mSBERT,ছ্যাবলা,Bengali,35
mSBERT,জগৎ,Bengali,20
mSBERT,জগৎ-সংসার,Bengali,49
mSBERT,জগদ্দল,Bengali,1
mSBERT,জগন্নাথযাত্রা,Bengali,1
mSBERT,জগন্নাথের আটকে বাঁধা,Bengali,25
mSBERT,জগাই-মাধাই,Bengali,1
mSBERT,জগাখিচুড়ি,Bengali,44
mSBERT,জগাখিচুড়ি পাকানো,Bengali,44
mSBERT,জঙলা,Bengali,35
mSBERT,জঞ্জাল,Bengali,35
mSBERT,জট পাকানো,Bengali,44
mSBERT,জটিলা-কুটিলা,Bengali,12
mSBERT,জটেবুড়ি,Bengali,44
mSBERT,জঠরজ্বালা,Bengali,35
mSBERT,জঠরযন্ত্রণা,Bengali,20
mSBERT,জঠরানল,Bengali,12
mSBERT,জড়পদার্থ,Bengali,20
mSBERT,জড়পুত্তলি,Bengali,35
mSBERT,জড়ভরত,Bengali,20
mSBERT,জড়সড়,Bengali,35
mSBERT,জড়িপটি খাওয়া,Bengali,21
mSBERT,জড়িবুটি,Bengali,35
mSBERT,জতুগৃহ,Bengali,35
mSBERT,জনক-জননী-জননী,Bengali,14
mSBERT,জন খাটানো,Bengali,20
mSBERT,জনগণেশ,Bengali,25
mSBERT,জনপদ,Bengali,20
mSBERT,জনপ্রাণি,Bengali,20
mSBERT,জনমজুর,Bengali,35
mSBERT,জনমত,Bengali,26
mSBERT,জনমানবশূন্য,Bengali,26
mSBERT,জনশ্রুতি,Bengali,20
mSBERT,জনসমক্ষে নোংরা কাপড় কাচা,Bengali,12
mSBERT,জনাকতক,Bengali,35
mSBERT,জনা-জনা,Bengali,1
mSBERT,জনান্তিকে,Bengali,26
mSBERT,জনে-জনে,Bengali,35
mSBERT,জনৈক,Bengali,20
mSBERT,জন্ম-এয়োতি,Bengali,35
mSBERT,জন্মকুণ্ডলী,Bengali,26
mSBERT,জন্মের শোধ,Bengali,26
mSBERT,জপ করা,Bengali,20
mSBERT,জপানো,Bengali,20
mSBERT,জপতপ,Bengali,12
mSBERT,"অলঙ্কারই মেয়েদের জপ, অলঙ্কারই মেয়েদের তপ",Bengali,31
mSBERT,জপমালা,Bengali,35
mSBERT,জবরজং,Bengali,35
mSBERT,জবরদস্ত,Bengali,20
mSBERT,জবরদস্তি,Bengali,20
mSBERT,জবাই,Bengali,12
mSBERT,জবুথবু,Bengali,35
mSBERT,জমকালো,Bengali,12
mSBERT,জমজমাট,Bengali,35
mSBERT,জমাখরচ,Bengali,1
mSBERT,জমিজমা,Bengali,35
mSBERT,জমিজিরাত,Bengali,25
mSBERT,জমিদারী,Bengali,25
mSBERT,জমি নেওয়া,Bengali,33
mSBERT,জম্পতি,Bengali,20
mSBERT,জম্পেশ,Bengali,35
mSBERT,জম্বুক,Bengali,35
mSBERT,জয়কেতু,Bengali,1
mSBERT,জয়জয়কার,Bengali,36
mSBERT,জরাগ্রস্ত বৃষ,Bengali,44
mSBERT,জরদ্গব,Bengali,1
mSBERT,জল উঁচু জল নিচু,Bengali,13
mSBERT,জল খাওয়া (ডুবে ডুবে),Bengali,13
mSBERT,সাতঘাটের জল খাওয়া,Bengali,25
mSBERT,জলখাবার,Bengali,12
mSBERT,জল গলে না,Bengali,13
mSBERT,জলগ্রহণ না করা,Bengali,13
mSBERT,জল ঘোলা করা,Bengali,26
mSBERT,জলচল,Bengali,20
mSBERT,জলছাড়া কুমির,Bengali,35
mSBERT,জলজ্যান্ত,Bengali,20
mSBERT,জলজ্যান্ত প্রমাণ,Bengali,26
mSBERT,জলজ্যান্ত মিথ্যা,Bengali,26
mSBERT,জলজ্যান্ত সত্য,Bengali,26
mSBERT,জলঝড়,Bengali,20
mSBERT,জলটল,Bengali,35
mSBERT,জলদ-গম্ভীর,Bengali,1
mSBERT,জলদান,Bengali,20
mSBERT,জল দিয়ে জল বার করা,Bengali,13
mSBERT,জল দেওয়া,Bengali,20
mSBERT,জলধর,Bengali,35
mSBERT,জলপটি,Bengali,44
mSBERT,জলপড়া,Bengali,44
mSBERT,জলপান,Bengali,44
mSBERT,জলপানি,Bengali,44
mSBERT,জলভাত,Bengali,44
mSBERT,জলবসন্ত,Bengali,20
mSBERT,জলবাতাস,Bengali,20
mSBERT,জলবায়ু,Bengali,13
mSBERT,জলবিয়োগ,Bengali,13
mSBERT,জলবিষুব,Bengali,20
mSBERT,জলযাত্রা,Bengali,13
mSBERT,জলযোগ,Bengali,20
mSBERT,জলসত্র,Bengali,20
mSBERT,জল সহা,Bengali,13
mSBERT,জল হওয়া,Bengali,13
mSBERT,জলহাওয়া,Bengali,20
mSBERT,জলহীন জলাশয়,Bengali,13
mSBERT,জলাঞ্জলি,Bengali,1
mSBERT,জলাঞ্জলি দেওয়া,Bengali,26
mSBERT,জলে কুমির ডাঙায় বাঘ,Bengali,44
mSBERT,জলে জল বাঁধে,Bengali,13
mSBERT,জলে জল মেশে,Bengali,13
mSBERT,জলে দেওয়া/যাওয়া,Bengali,13
mSBERT,জলে পড়া,Bengali,20
mSBERT,জলে ফেলা,Bengali,20
mSBERT,জলের আলপনা,Bengali,13
mSBERT,জলের কুমির ডেকে আনা,Bengali,25
mSBERT,জলের ছিটে দিয়ে লগির গুঁতো খাওয়া,Bengali,21
mSBERT,জলের দাম,Bengali,34
mSBERT,জলের মত,Bengali,13
mSBERT,জলের মাছ ভাঙায়,Bengali,13
mSBERT,জল্পনা-কল্পনা,Bengali,45
mSBERT,জল্লাদ,Bengali,35
mSBERT,জহুরি,Bengali,1
mSBERT,জাঁক,Bengali,12
mSBERT,জাঁকজমক,Bengali,36
mSBERT,জাঁতিকলে পড়া,Bengali,26
mSBERT,জাঁহাবাজ,Bengali,35
mSBERT,জাগরস্বপ্ন,Bengali,1
mSBERT,জাতক্রোধ,Bengali,26
mSBERT,জাত খাওয়া,Bengali,44
mSBERT,জাত খুইয়ে কাশ্যপ গোত্র,Bengali,44
mSBERT,জাত তোলা,Bengali,20
mSBERT,জাতপাত,Bengali,20
mSBERT,জাতব্রাহ্মণ,Bengali,1
mSBERT,জাতভাই,Bengali,1
mSBERT,জাত মারা,Bengali,44
mSBERT,জাতশত্রু,Bengali,20
mSBERT,জাতসাপ,Bengali,35
mSBERT,জাতি-কুল,Bengali,25
mSBERT,জাতিস্মর,Bengali,25
mSBERT,জাতে ওঠা,Bengali,12
mSBERT,জাতে ঠেলা,Bengali,44
mSBERT,জাত্যভিমান,Bengali,25
mSBERT,জাদু করা,Bengali,26
mSBERT,জান কবুল,Bengali,35
mSBERT,জান কয়লা,Bengali,44
mSBERT,জানাজানি,Bengali,20
mSBERT,জানবাড়ী,Bengali,1
mSBERT,জানান দেওয়া,Bengali,20
mSBERT,জানাশোনা,Bengali,26
mSBERT,জানাশুনা,Bengali,36
mSBERT,জানেমন,Bengali,1
mSBERT,জানোয়ার,Bengali,35
mSBERT,জান্নাতবাসী,Bengali,25
mSBERT,জান্নাতুল ফিরদৌস,Bengali,1
mSBERT,জাবর কাটা,Bengali,44
mSBERT,জামাই-আদর,Bengali,1
mSBERT,জামাকাপড়,Bengali,35
mSBERT,জামাজোড়া,Bengali,35
mSBERT,জামের খোসা ফেলে খাওয়া,Bengali,44
mSBERT,জায়-বেজায়,Bengali,1
mSBERT,জায়গাজমি,Bengali,20
mSBERT,জায়াজীবী,Bengali,1
mSBERT,জারিজুরি,Bengali,1
mSBERT,জাল,Bengali,20
mSBERT,জাল গুটানো,Bengali,35
mSBERT,জাল ছেঁড়া,Bengali,20
mSBERT,জালছেঁড়া মাছ,Bengali,44
mSBERT,জাল দিয়ে বাতাস ধরা,Bengali,44
mSBERT,জাল পাতা,Bengali,20
mSBERT,জালি,Bengali,12
mSBERT,জালিবোট,Bengali,35
mSBERT,জালিয়াত,Bengali,20
mSBERT,জালিম,Bengali,35
mSBERT,জালে জড়ানো,Bengali,20
mSBERT,জাশু,Bengali,1
mSBERT,জাসুস,Bengali,25
mSBERT,জাহাঁবাজ,Bengali,35
mSBERT,বিদ্যের জাহাজ,Bengali,25
mSBERT,জাহাজের কাছে জালিবোট,Bengali,25
mSBERT,জাহাজের পাছে নোঙ্গর,Bengali,44
mSBERT,জাহান্নামে দেওয়া,Bengali,1
mSBERT,জাহান্নমে যাওয়া,Bengali,25
mSBERT,জাহির,Bengali,1
mSBERT,জাহিল,Bengali,35
mSBERT,জিকর,Bengali,35
mSBERT,জিকির,Bengali,1
mSBERT,জিগর,Bengali,35
mSBERT,জিগরপস্তানী,Bengali,1
mSBERT,জিগরি দোস্ত,Bengali,25
mSBERT,জিগির তোলা,Bengali,35
mSBERT,জিতাক্ষর,Bengali,1
mSBERT,জিভ কাটা,Bengali,44
mSBERT,জিভ বন্ধ রাখা,Bengali,28
mSBERT,জিভ বার করা,Bengali,20
mSBERT,জিভ বার হওয়া,Bengali,20
mSBERT,জিভ সেলাই করা,Bengali,44
mSBERT,জিভ সেলাই করে দেওয়া,Bengali,44
mSBERT,জিভে গজা,Bengali,1
mSBERT,জিভে জল আসা,Bengali,13
mSBERT,জিভে দাঁতে সম্বন্ধ,Bengali,25
mSBERT,জিমখানা,Bengali,35
mSBERT,জিলিপির পাক,Bengali,35
mSBERT,জিহ্বাকণ্ডুয়ন,Bengali,35
mSBERT,জীবদ্দশা,Bengali,25
mSBERT,জীবনমরণ সমস্যা,Bengali,26
mSBERT,জীবন্মৃত,Bengali,26
mSBERT,জীবিকার্জন,Bengali,26
mSBERT,জীবনকাঠি,Bengali,26
mSBERT,জীবন্ত মাছে পোকা পড়া,Bengali,44
mSBERT,জীয়ন্তে মরা,Bengali,25
mSBERT,জুজুবুড়ি,Bengali,1
mSBERT,জুজুর ভয়,Bengali,10
mSBERT,জুতসই,Bengali,35
mSBERT,জুতা খাওয়া,Bengali,21
mSBERT,জুতা মেরে গরু দান,Bengali,25
mSBERT,জুতা সেলাই থেকে চণ্ডীপাঠ,Bengali,8
mSBERT,জুয়াচোর,Bengali,1
mSBERT,জুলজুল,Bengali,35
mSBERT,জেগে থাকা,Bengali,28
mSBERT,জেগে স্বপ্ন দেখা,Bengali,26
mSBERT,জ্যাঠা,Bengali,35
mSBERT,জেঠামি,Bengali,35
mSBERT,জেনেশুনে,Bengali,25
mSBERT,জেরটানা,Bengali,35
mSBERT,জেরবার,Bengali,1
mSBERT,জেহাদ,Bengali,35
mSBERT,জৈসা কা তৈসা,Bengali,1
mSBERT,জোঁকের মুখে চূন,Bengali,44
mSBERT,জোগাড়যন্ত্র,Bengali,25
mSBERT,জোট পাকানো,Bengali,26
mSBERT,জোট বাঁধা,Bengali,17
mSBERT,জোটেবুড়ি,Bengali,20
mSBERT,জোড়কলম,Bengali,20
mSBERT,জোড়াতাড়া,Bengali,35
mSBERT,জোড়াতালি,Bengali,35
mSBERT,জোড়া পায়রা,Bengali,24
mSBERT,জোড়ে যাওয়া,Bengali,20
mSBERT,জোমাগোদা,Bengali,1
mSBERT,জোরকদম,Bengali,12
mSBERT,জোরকলম,Bengali,12
mSBERT,জোর গলায়,Bengali,12
mSBERT,জোরগলায়,Bengali,35
mSBERT,জোরজবরদস্তি,Bengali,20
mSBERT,জোরতলব,Bengali,12
mSBERT,জোর যার মুল্লুক তার,Bengali,12
mSBERT,জোরাজুরি,Bengali,20
mSBERT,জোলা কোথাকার,Bengali,1
mSBERT,জোলো,Bengali,35
mSBERT,জোশ,Bengali,35
mSBERT,জৌহুকুম,Bengali,1
mSBERT,জো-হুকুমের দল,Bengali,1
mSBERT,জ্ঞানগম্যি,Bengali,26
mSBERT,জ্ঞানচক্ষু,Bengali,26
mSBERT,জ্ঞানদাতা,Bengali,26
mSBERT,জ্ঞান দেওয়া,Bengali,26
mSBERT,জ্ঞানপাপী,Bengali,26
mSBERT,জ্ঞানবৃদ্ধ,Bengali,26
mSBERT,জ্ঞানশূন্য,Bengali,26
mSBERT,জ্যালজ্যালে,Bengali,35
mSBERT,জ্বরজারি,Bengali,1
mSBERT,জ্বলজ্বল করা,Bengali,26
mSBERT,জ্বলদর্শী রেখা,Bengali,26
mSBERT,জ্বলদর্চি শিখা,Bengali,26
mSBERT,জ্বলন্ত অক্ষর,Bengali,44
mSBERT,জ্বলন্ত আগুনে ঘি ঢালা,Bengali,9
mSBERT,জ্বলন্ত উদাহরণ,Bengali,26
mSBERT,জ্বলন্ত ভাষা,Bengali,25
mSBERT,জ্বালা,Bengali,35
mSBERT,জ্বলা,Bengali,12
mSBERT,জ্বলেপুড়ে,Bengali,20
mSBERT,জ্বালানি,Bengali,1
mSBERT,জ্বালানী,Bengali,1
mSBERT,হাড় জ্বালানে,Bengali,35
mSBERT,জ্বালানো,Bengali,20
mSBERT,জ্বালাযন্ত্রণা,Bengali,26
mSBERT,ঝকঝক,Bengali,12
mSBERT,ঝকঝকানি,Bengali,12
mSBERT,ঝকঝকি,Bengali,12
mSBERT,ঝকঝকে তকতকে,Bengali,12
mSBERT,ঝক মারা,Bengali,12
mSBERT,ঝকমারি,Bengali,35
mSBERT,ঝকমারির মাশুল,Bengali,35
mSBERT,ঝক্কিঝামেলা,Bengali,12
mSBERT,ঝগড়াঝাঁটি,Bengali,12
mSBERT,ঝটপট,Bengali,12
mSBERT,ঝটাপটি,Bengali,12
mSBERT,ঝড়ঝাপটা,Bengali,12
mSBERT,ঝড়তিপড়তি,Bengali,20
mSBERT,ঝড় বয়ে যাওয়া,Bengali,20
mSBERT,ঝড়ো কাক,Bengali,12
mSBERT,ঝপাঝপ,Bengali,12
mSBERT,ঝরঝর,Bengali,12
mSBERT,ঝরঝরে,Bengali,12
mSBERT,ঝরাপাতা,Bengali,44
mSBERT,এক ঝলক,Bengali,12
mSBERT,ঝলকানি,Bengali,12
mSBERT,ঝলসাকানা,Bengali,35
mSBERT,ঝাঁ করে,Bengali,12
mSBERT,ঝাঁক বাঁধা,Bengali,44
mSBERT,ঝাঁকি দর্শন,Bengali,20
mSBERT,ঝাঁকের কই,Bengali,12
mSBERT,ঝাঁঝরাচোখ,Bengali,12
mSBERT,ঝাঁ ঝাঁ,Bengali,12
mSBERT,ঝাঁটাখেকো,Bengali,35
mSBERT,ঝাঁপ খোলা/বন্ধ,Bengali,40
mSBERT,ঝাড় দেওয়া,Bengali,20
mSBERT,ঝাড়পোঁছ,Bengali,35
mSBERT,ঝাড়ফুঁক,Bengali,12
mSBERT,ঝাড়াই-বাছাই,Bengali,12
mSBERT,ঝাড়েবংশে,Bengali,35
mSBERT,ঝাড়ের দোষ,Bengali,26
mSBERT,ঝাড়ের বাঁশ,Bengali,44
mSBERT,ঝাল,Bengali,35
mSBERT,পরের মুখে ঝাল খাওয়া,Bengali,21
mSBERT,ঝাল ঝাড়া,Bengali,35
mSBERT,ঝালানো,Bengali,35
mSBERT,ঝালাপালা,Bengali,35
mSBERT,ঝোলে ঝালে অম্বলে,Bengali,44
mSBERT,ঝালে ঝোলে এক করা,Bengali,26
mSBERT,ঝালের ঝোল,Bengali,35
