"id","idiom_bn","meaning_bn","idiom_en","meaning_en","idiom_hi","meaning_hi","bridge_text","confidence","source_bn","verified"
"925","একজাই","মোটহিসাব","Balancing the books', 'Year-end reckoning","","","","Final accounting or overall balance","HIGH","bagdhara","False"
"926","একজোট","সংঘবদ্ধ","In cahoots', 'Band together', 'United front","","अपना उल्लू सीधा करना","To achieve one's own selfish motive; to act in self-interest without regard for others.","United or allied, often for self-interest","HIGH","bagdhara","False"
"927","একঝলক","সেই দৃশ্য যা খুব অল্প সময়ের জন্য চোখের সামনে থাকে","a glimpse', 'fleeting glance', 'in a flash","","ढाक के तीन पात","Something that always remains the same; a perennial problem.","A sight or view that remains in front of the eyes for a very short time","HIGH","bagdhara","False"
"928","একঝাঁক","একদল","a flock', 'a swarm', 'a bunch","","","","a group or flock","HIGH","bagdhara","False"
"929","একঝাঁকের কৈ","একদলের বা একজাতের লোক","Birds of a feather', 'Of the same ilk', 'Chips off the old block","","फूट डालो और राज करो","To create dissension among people to maintain control.","People of one group or one kind","HIGH","bagdhara","False"
"930","একটা","এককসংখ্যক","Just one', 'One and only","","","","Singular or one in number (one is sufficient)","HIGH","bagdhara","False"
"931","একটা কিছু","অজানা কিন্তু অস্তিত্বহীন নয়; অজ্ঞাত, কিন্তু আছে","Something's fishy","","घर की मुर्गी दाल बराबर","To undervalue what one already has; a familiar thing is not appreciated.","Unknown but not non-existent; unidentified, but present","HIGH","bagdhara","False"
"932","একটা কিছু","অজানা কিন্তু অস্তিত্বহীন নয়; অজ্ঞাত, কিন্তু আছে","There's something up","","घर की मुर्गी दाल बराबर","To undervalue what one already has; a familiar thing is not appreciated.","Unknown but not non-existent; unidentified, but present","HIGH","bagdhara","False"
"933","একটা দুটো","কয়েকটা","a couple', 'one or two', 'a handful","","गागर में सागर भरना","To express a lot of meaning in a few words; to cover a big subject concisely.","a few","HIGH","bagdhara","False"
"934","একটানা","অবিরাম; অবিশ্রান্ত","non-stop', 'without a break', 'back-to-back","","अपनी खिचड़ी अलग पकाना","To work in isolation; to do things in your own way without regard for others.","uninterrupted; continuous without break","HIGH","bagdhara","False"
"935","একটা-না-একটা","একটা না হলে আরেকটা; শেষ নেই","one thing after another', 'never-ending excuses","","अब पछताए होत क्या जब चिड़िया चुग गई खेत","It is no use feeling sorry after something bad has happened (like crying over spilt milk).","One after another; no end","HIGH","bagdhara","False"
"936","একটু-আধটু","অল্পবিস্তর; উপরউপর; কিছুকিছু; ভাসাভাসা; সামান্যপরিমাণ","a bit', 'somewhat', 'here and there', 'a smattering","","ऊंट के मुँह में जीरा","A very small amount for a very large need; too little too late.","a little here and there; approximately; somewhat; vaguely; in small quantities","HIGH","bagdhara","False"
"937","একটুকু","অতি অল্পপরিমাণ","a little bit', 'a smidgen', 'just a touch","","ऊंट के मुँह में जीरा","A very small amount for a very large need; too little too late.","A very small amount","HIGH","bagdhara","False"
"938","একটেরে","অন্যত্র; একদিকে; একপাশে; দূরে; পৃথকভাবে","aside', 'off to one side', 'out of the way","","नौ दो ग्यारह होना","To run away; to flee or escape from a situation.","elsewhere; to one side; aside; away; separately","HIGH","bagdhara","False"
"939","একঠাঁই","একজায়গায় আশ্রয়/মিলিত","Under one roof', 'In the same boat","","खिचड़ी पकाना","To make a secret plan; to conspire or scheme together privately.","United or taking shelter together in one place","HIGH","bagdhara","False"
