id,idiom_bn,literal_meaning,figurative_meaning_bn,figurative_meaning_en,similar_in_english,similar_in_english_str,example_sentences_bn,source
7718,বিশ বাঁও জলে,বিশ বাঁও (প্রায় দুই মন) জলের মধ্যে,চরম বিপাকে; সমাধানের বাইরে,In extreme distress; beyond any solution,"['In deep water', 'Up the creek without a paddle', 'Drowning in troubles']",In deep water; Up the creek without a paddle; Drowning in troubles,"['সে ধনহারায় বিশ বাঁও জলে পড়ে গেছে।', 'এই সমস্যায় বিশ বাঁও জলে আটকে পড়েছি।']",bagdhara
7719,মনে বিষ,মনে বিষ (poison in the mind),"দ্বেষ, হিংসা ইত্যাদি মনোবৃত্তি","Hatred, envy, and similar malicious mental attitudes","['Poison in the heart', 'Full of venom']",Poison in the heart; Full of venom,"['তার মনে বিষ জমে আছে, তাই সবাইকে কষ্ট দেয়।', 'এই রাজনীতিতে অনেকের মনে বিষ দেখা যায়।']",bagdhara
7720,দুচোখের বিষ,দুই চোখের বিষ (poison of the two eyes),অত্যন্ত বিরক্তিকর ব্যক্তি বা বস্তু,An extremely annoying or irritating person or thing,"[""thorn in one's side"", 'pain in the neck', 'eyesore']",thorn in one's side; pain in the neck; eyesore,"['সে তার দুচোখের বিষ, সবসময় বিরক্ত করে।', 'এই রাস্তাটা আমার দুচোখের বিষ হয়ে দাঁড়িয়েছে।']",bagdhara
7721,বিষকুম্ভ,বিষের কুম্ভ (poison pot),হিংসাভরা মন,A mind full of envy,"['full of venom', 'green with envy']",full of venom; green with envy,"['তার মন বিষকুম্ভের মতো হিংসায় পরিপূর্ণ।', 'সে বিষকুম্ভ হয়ে অন্যের সাফল্য দেখতে পারে না।']",bagdhara
7722,বিষচক্ষু,বিষাক্ত চোখ,কুনজর,evil eye or one who casts the evil eye,"['give the evil eye', 'the evil eye']",give the evil eye; the evil eye,"['সে বিষচক্ষু, তার দিকে তাকালে শুভকাজ নষ্ট হয়ে যায়।', 'বাচ্চাটাকে বিষচক্ষু থেকে রক্ষা করার জন্য কালো টিকা দিয়ে দাও।']",bagdhara
7723,বিষদাঁত,বিষাক্ত দাঁত (venomous tooth),অহঙ্কার বা তেজের মূল কারণ,The root cause of arrogance or haughtiness,"[""Achilles' heel (for weakness, but metaphorically for a core flaw)"", ""the root of one's vanity""]","Achilles' heel (for weakness, but metaphorically for a core flaw); the root of one's vanity","['তার অহঙ্কারের বিষদাঁত তার অর্থের অহংকার।', 'সেই ক্ষমতাই তার তেজের বিষদাঁত হয়ে উঠেছে।']",bagdhara
7725,বিষদৃষ্টি,বিষাক্ত দৃষ্টি,কু নজর,Evil eye,"['Evil eye', 'The glance of the evil eye']",Evil eye; The glance of the evil eye,"['তার বিষদৃষ্টি থেকে বাঁচতে আমরা কাজুবাদামের টুকরো ব্যবহার করি।', 'শিশুর উপর কারো নজর লাগলে সে অসুস্থ হয়ে পড়ে।']",bagdhara
7728,বিষনজরে পড়া,বিষাক্ত দৃষ্টিতে পড়া (poisonous glance under which one falls),বিরাগভাজন হওয়া,To become the object of displeasure or wrath,"['To fall from grace', ""To incur someone's displeasure"", 'To be under a cloud']",To fall from grace; To incur someone's displeasure; To be under a cloud,"['সে তার বসের বিষনজরে পড়েছে, এখন কাজে সমস্যা হচ্ছে।', 'নতুন প্রমোশনের পর তার সাথীরা তাকে বিষনজরে দেখছে।']",bagdhara
7729,বিষ নেই কুলোপানা চক্কর,বিষহীন সাপের ফণা তোলা বা চক্কর দেওয়া,"বিষহীন সাপের ফণার মতো মাথা তুলে অক্ষমের বৃথা আস্ফালন; নির্গুণের অভিমান, ঔদ্ধত্য, ক্রোধ, বাগাড়ম্বর, মৌখিক আস্ফালন","Like a poisonless snake raising its hood, the vain struggles of the incompetent; the pride, arrogance, anger, bluster, and verbal fussing of the worthless","['all bark and no bite', 'a paper tiger']",all bark and no bite; a paper tiger,"['সে কোনো ক্ষমতা ছাড়াই বিষ নেই কুলোপানা চক্কর করে হুমকি দিচ্ছে।', 'অক্ষম লোকের এই বৃথা আস্ফালন তো বিষ নেই কুলোপানা চক্করের মতো।']",bagdhara
7730,বিষবৃক্ষ,বিষাক্ত বৃক্ষ,"অনাচারের উৎস, যা লালন করলে নিজেরই সর্বনাশ হয়","The source of immorality or wrongdoing, which if nurtured leads to one's own complete destruction","[""Nurse a serpent in one's bosom"", 'A poisoned chalice']",Nurse a serpent in one's bosom; A poisoned chalice,"['তার ক্ষমতার অপব্যবহার বিষবৃক্ষের মতো, যা শেষে তারই পতন ঘটাবে।', 'অন্যায়ের পথে চলা বিষবৃক্ষ লালন করার সমান, নিজেরই ধ্বংস ডেকে আনে।']",bagdhara
7732,বিষম খাওয়া,বিষম (কঠিন বা অসুবিধাজনক) খাওয়া (eating),খাবার গিলতে গিয়ে শ্বাসবন্ধ হওয়ার উপক্রম,The onset of choking or breathlessness while swallowing food,"['Go down the wrong pipe', ""Choke on one's food""]",Go down the wrong pipe; Choke on one's food,"['খাবার খেতে গিয়ে তার মুখে বিষম খেয়ে গেল।', 'হাসতে হাসতে জল খেয়ে বিষম লেগেছে।']",bagdhara
7733,বিষয়-আশয়,বিষয় (সম্পত্তি বা বস্তু) এবং আশয় (উদ্দেশ্য বা সম্পদের ইঙ্গিত),"অর্থসম্পদ, ধনসম্পত্তি","Wealth, financial assets, property","['worldly goods', 'material possessions']",worldly goods; material possessions,"['তার বিষয়-আশয় দেখলে কেউ বলবে না যে সে গরিব।', 'এই শহরে বিষয়-আশয় জমানো কঠিন কাজ।']",bagdhara
